prospect_id,start_date,acquisition_channel,country,age_group,device,product_interest,reached_step_1,reached_step_2,reached_step_3,reached_step_4,reached_step_5,reached_step_6,time_step1_min,time_step2_min,time_step3_min,time_step4_min,time_step5_min,completed_onboarding,last_step_reached,dropout_reason,acquisition_cost_eur,transactions_90d,avg_balance_90d_eur,product_upsell_90d,nps_score
PROS-04662,2024-08-18,Branch Walk-in,Belgium,35-44,Mobile,Savings Account,1,1,1,1,0,0,2.6,3.1,7.6,40.0,0.0,0,Step 4: KYC Document Upload,Verification delay,171.75,0,0.0,0,0
PROS-04663,2024-02-26,Branch Walk-in,Netherlands,55+,Mobile,Business Account,1,1,1,1,1,1,4.5,7.7,10.1,40.0,1.5,1,Step 6: First Transaction,Completed,188.49,20,1014.14,0,9
PROS-04664,2024-01-21,Referral Program,Netherlands,35-44,Mobile,Savings Account,1,1,1,0,0,0,4.6,7.6,3.9,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,22.96,0,0.0,0,0
PROS-04665,2024-05-20,Affiliate,Spain,25-34,Mobile,Investment Account,1,1,0,0,0,0,7.6,7.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,57.93,0,0.0,0,0
PROS-04666,2024-08-26,Affiliate,Belgium,35-44,Desktop,Current Account,1,1,1,1,1,1,4.1,4.0,5.6,16.7,3.5,1,Step 6: First Transaction,Completed,48.01,11,384.68,0,6
PROS-04667,2024-07-12,Referral Program,France,18-24,Desktop,Savings Account,1,1,1,1,1,1,5.8,5.2,4.4,7.3,2.4,1,Step 6: First Transaction,Completed,19.42,14,130.56,0,9
PROS-04668,2024-10-16,Paid Social,Germany,35-44,Mobile,Current Account,1,1,1,0,0,0,2.0,3.0,4.1,0.0,0.0,0,Step 3: Personal Details Form,Form too long,65.52,0,0.0,0,0
PROS-04669,2024-12-05,Paid Social,Germany,25-34,Mobile,Savings Account,1,0,0,0,0,0,14.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,80.26,0,0.0,0,0
PROS-04670,2024-11-07,Organic Search,Germany,18-24,Desktop,Current Account,1,1,1,1,1,0,7.1,1.8,2.8,16.5,3.5,0,Step 5: Identity Verification,Competitor offer,45.22,0,0.0,0,0
PROS-04671,2024-12-01,Paid Social,Germany,25-34,Mobile,Current Account,1,1,1,0,0,0,1.6,4.2,23.3,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,86.86,0,0.0,0,0
PROS-04672,2024-07-11,Direct,Netherlands,35-44,Desktop,Investment Account,1,0,0,0,0,0,14.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,14.79,0,0.0,0,0
PROS-04673,2024-12-14,Organic Search,Belgium,25-34,Mobile,Current Account,1,1,1,1,1,1,5.1,2.6,3.4,32.8,3.4,1,Step 6: First Transaction,Completed,36.06,17,2214.69,0,6
PROS-04674,2024-06-10,Referral Program,France,45-54,Mobile,Business Account,1,1,1,0,0,0,5.5,2.3,16.9,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,27.87,0,0.0,0,0
PROS-04675,2024-02-09,Direct,Germany,25-34,Mobile,Current Account,1,1,1,0,0,0,1.1,3.6,3.9,0.0,0.0,0,Step 3: Personal Details Form,Unknown,17.84,0,0.0,0,0
PROS-04676,2024-02-18,Direct,Netherlands,25-34,Mobile,Business Account,1,0,0,0,0,0,2.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,21.88,0,0.0,0,0
PROS-04677,2024-02-11,Paid Social,Belgium,18-24,Tablet,Current Account,1,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,66.28,0,0.0,0,0
PROS-04678,2024-06-14,Direct,Netherlands,55+,Tablet,Current Account,1,0,0,0,0,0,2.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,23.33,0,0.0,0,0
PROS-04679,2024-04-19,Referral Program,Netherlands,25-34,Mobile,Investment Account,1,0,0,0,0,0,11.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,25.25,0,0.0,0,0
PROS-04680,2024-09-29,Paid Social,France,45-54,Mobile,Current Account,1,1,0,0,0,0,2.2,3.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,73.98,0,0.0,0,0
PROS-04681,2024-03-06,Direct,Netherlands,35-44,Mobile,Investment Account,1,1,1,0,0,0,6.6,2.4,2.0,0.0,0.0,0,Step 3: Personal Details Form,Technical error,24.13,0,0.0,0,0
PROS-04682,2024-04-27,Branch Walk-in,Netherlands,55+,Tablet,Current Account,1,1,1,1,1,1,1.4,2.5,1.0,8.3,2.8,1,Step 6: First Transaction,Completed,200.0,19,623.63,0,10
PROS-04683,2024-08-26,Organic Search,Germany,45-54,Desktop,Current Account,1,1,1,0,0,0,3.4,2.2,7.3,0.0,0.0,0,Step 3: Personal Details Form,Form too long,52.65,0,0.0,0,0
PROS-04684,2024-02-07,Organic Search,Spain,18-24,Tablet,Business Account,1,1,1,0,0,0,7.8,0.9,4.9,0.0,0.0,0,Step 3: Personal Details Form,Form too long,41.53,0,0.0,0,0
PROS-04685,2024-12-24,Paid Social,Belgium,25-34,Tablet,Business Account,1,1,1,0,0,0,2.2,4.7,5.2,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,61.95,0,0.0,0,0
PROS-04686,2024-06-30,Paid Social,Germany,45-54,Mobile,Investment Account,1,1,0,0,0,0,3.9,2.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,80.47,0,0.0,0,0
PROS-04687,2024-08-25,Direct,Netherlands,18-24,Mobile,Savings Account,1,0,0,0,0,0,4.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,18.64,0,0.0,0,0
PROS-04688,2024-08-16,Affiliate,Netherlands,35-44,Mobile,Current Account,1,1,1,1,1,1,9.2,1.7,12.4,7.9,1.4,1,Step 6: First Transaction,Completed,52.61,10,457.15,0,8
PROS-04689,2024-12-22,Paid Social,Netherlands,35-44,Mobile,Current Account,1,0,0,0,0,0,6.4,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Verification delay,83.82,0,0.0,0,0
PROS-04690,2024-11-14,Affiliate,Netherlands,35-44,Mobile,Savings Account,1,1,1,1,0,0,4.4,3.5,10.2,11.9,0.0,0,Step 4: KYC Document Upload,Unknown,37.17,0,0.0,0,0
PROS-04691,2024-05-25,Paid Social,Germany,55+,Mobile,Savings Account,1,0,0,0,0,0,16.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,70.51,0,0.0,0,0
PROS-04692,2024-08-22,Referral Program,France,35-44,Mobile,Business Account,1,1,1,1,1,1,4.9,4.9,2.3,12.2,2.9,1,Step 6: First Transaction,Completed,31.81,19,349.31,0,8
PROS-04693,2024-01-02,Branch Walk-in,Germany,45-54,Mobile,Current Account,1,1,1,1,1,1,2.3,3.5,10.9,10.1,1.1,1,Step 6: First Transaction,Completed,190.89,24,281.01,1,5
PROS-04694,2024-02-01,Affiliate,France,45-54,Mobile,Current Account,1,1,0,0,0,0,27.2,7.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Competitor offer,49.35,0,0.0,0,0
PROS-04695,2024-10-11,Affiliate,Germany,55+,Desktop,Investment Account,1,1,1,1,1,0,30.0,6.0,25.0,2.5,2.5,0,Step 5: Identity Verification,Competitor offer,58.69,0,0.0,0,0
PROS-04696,2024-07-10,Organic Search,Germany,25-34,Mobile,Current Account,1,0,0,0,0,0,14.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Session timeout,39.08,0,0.0,0,0
PROS-04697,2024-11-08,Paid Social,Belgium,35-44,Desktop,Business Account,1,1,1,1,0,0,1.2,3.4,9.6,4.2,0.0,0,Step 4: KYC Document Upload,Changed mind,59.22,0,0.0,0,0
PROS-04698,2024-08-26,Direct,Spain,55+,Tablet,Current Account,1,0,0,0,0,0,2.1,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,21.93,0,0.0,0,0
PROS-04699,2024-03-25,Organic Search,Netherlands,18-24,Desktop,Current Account,1,0,0,0,0,0,8.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,38.85,0,0.0,0,0
PROS-04700,2024-07-09,Affiliate,Spain,35-44,Mobile,Savings Account,1,1,1,1,1,1,7.9,1.6,9.1,16.4,4.5,1,Step 6: First Transaction,Completed,56.5,20,400.16,0,10
PROS-04701,2024-01-25,Paid Social,Netherlands,25-34,Mobile,Business Account,1,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,89.3,0,0.0,0,0
PROS-04702,2024-08-11,Direct,Germany,35-44,Mobile,Current Account,1,1,0,0,0,0,5.0,2.4,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,14.86,0,0.0,0,0
PROS-04703,2024-03-13,Referral Program,Germany,25-34,Mobile,Current Account,1,1,1,1,1,0,2.6,2.9,10.8,6.0,3.4,0,Step 5: Identity Verification,Changed mind,27.24,0,0.0,0,0
PROS-04704,2024-02-26,Paid Social,Belgium,25-34,Mobile,Current Account,1,1,1,0,0,0,4.2,2.5,8.2,0.0,0.0,0,Step 3: Personal Details Form,Unknown,91.22,0,0.0,0,0
PROS-04705,2024-12-20,Paid Social,Germany,18-24,Mobile,Current Account,1,1,0,0,0,0,13.9,10.8,0.0,0.0,0.0,0,Step 2: Account Type Selection,Unknown,84.74,0,0.0,0,0
PROS-04706,2024-04-24,Paid Social,France,18-24,Desktop,Business Account,1,1,0,0,0,0,2.0,2.7,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,91.45,0,0.0,0,0
PROS-04707,2024-07-28,Direct,France,55+,Desktop,Business Account,1,0,0,0,0,0,0.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,17.57,0,0.0,0,0
PROS-04708,2024-07-17,Paid Social,Belgium,35-44,Mobile,Investment Account,1,1,1,1,0,0,8.5,1.9,25.0,9.3,0.0,0,Step 4: KYC Document Upload,Technical error,93.86,0,0.0,0,0
PROS-04709,2024-02-28,Affiliate,Netherlands,45-54,Desktop,Savings Account,1,1,1,1,1,0,5.7,1.5,9.6,2.6,3.7,0,Step 5: Identity Verification,KYC document rejected,60.45,0,0.0,0,0
PROS-04710,2024-03-21,Organic Search,Germany,45-54,Mobile,Current Account,1,0,0,0,0,0,2.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,51.27,0,0.0,0,0
PROS-04711,2024-10-17,Organic Search,Germany,35-44,Desktop,Current Account,1,1,0,0,0,0,30.0,1.3,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,53.24,0,0.0,0,0
PROS-04712,2024-08-25,Referral Program,Belgium,18-24,Mobile,Current Account,1,1,1,0,0,0,26.2,4.2,4.5,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,28.69,0,0.0,0,0
PROS-04713,2024-12-10,Direct,Germany,25-34,Mobile,Business Account,1,1,1,0,0,0,2.3,10.2,9.4,0.0,0.0,0,Step 3: Personal Details Form,Unknown,20.28,0,0.0,0,0
PROS-04714,2024-11-30,Organic Search,Belgium,18-24,Desktop,Savings Account,1,1,1,1,1,1,30.0,1.2,7.9,1.3,2.2,1,Step 6: First Transaction,Completed,52.85,13,1307.1,0,10
PROS-04715,2024-10-22,Organic Search,Netherlands,25-34,Mobile,Savings Account,1,0,0,0,0,0,11.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,38.45,0,0.0,0,0
PROS-04716,2024-06-07,Referral Program,Netherlands,25-34,Mobile,Current Account,1,1,1,0,0,0,3.2,2.0,8.6,0.0,0.0,0,Step 3: Personal Details Form,Unknown,23.44,0,0.0,0,0
PROS-04717,2024-11-10,Direct,Netherlands,35-44,Mobile,Current Account,1,1,1,0,0,0,2.1,5.5,11.2,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,18.0,0,0.0,0,0
PROS-04718,2024-12-05,Organic Search,Netherlands,25-34,Desktop,Business Account,1,1,1,1,0,0,2.3,1.9,25.0,4.2,0.0,0,Step 4: KYC Document Upload,Unknown,32.38,0,0.0,0,0
PROS-04719,2024-01-31,Referral Program,Germany,35-44,Tablet,Current Account,1,1,1,1,1,1,9.0,1.5,15.2,39.6,2.4,1,Step 6: First Transaction,Completed,17.87,22,683.92,0,5
PROS-04720,2024-09-24,Referral Program,Germany,35-44,Mobile,Business Account,1,1,1,0,0,0,9.1,1.1,9.5,0.0,0.0,0,Step 3: Personal Details Form,Form too long,24.21,0,0.0,0,0
PROS-04721,2024-03-08,Referral Program,Germany,45-54,Mobile,Current Account,1,1,1,0,0,0,10.8,12.6,6.9,0.0,0.0,0,Step 3: Personal Details Form,Form too long,25.75,0,0.0,0,0
PROS-04722,2024-03-01,Paid Social,Germany,45-54,Mobile,Current Account,1,0,0,0,0,0,5.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,89.26,0,0.0,0,0
PROS-04723,2024-04-07,Branch Walk-in,Germany,45-54,Mobile,Business Account,1,0,0,0,0,0,5.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,195.47,0,0.0,0,0
PROS-04724,2024-02-27,Branch Walk-in,Germany,18-24,Mobile,Current Account,1,1,1,1,1,0,8.1,4.5,25.0,6.4,3.2,0,Step 5: Identity Verification,Changed mind,147.92,0,0.0,0,0
PROS-04725,2024-01-17,Organic Search,Netherlands,25-34,Mobile,Savings Account,1,1,1,1,1,1,1.1,3.5,5.4,40.0,1.4,1,Step 6: First Transaction,Completed,42.69,15,2801.15,0,6
PROS-04726,2024-01-13,Direct,France,25-34,Tablet,Current Account,1,1,1,1,0,0,1.0,1.5,5.8,27.2,0.0,0,Step 4: KYC Document Upload,Verification delay,18.88,0,0.0,0,0
PROS-04727,2024-07-07,Referral Program,Netherlands,25-34,Mobile,Current Account,1,1,1,1,1,1,3.4,4.0,3.3,7.8,3.8,1,Step 6: First Transaction,Completed,24.91,17,4324.98,0,7
PROS-04728,2024-06-26,Branch Walk-in,Belgium,55+,Mobile,Savings Account,1,1,1,0,0,0,2.5,4.1,13.8,0.0,0.0,0,Step 3: Personal Details Form,Form too long,164.74,0,0.0,0,0
PROS-04729,2024-04-17,Referral Program,Netherlands,35-44,Mobile,Investment Account,1,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,29.55,0,0.0,0,0
PROS-04730,2024-02-04,Direct,Belgium,45-54,Mobile,Current Account,1,1,1,0,0,0,3.3,2.5,1.4,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,20.31,0,0.0,0,0
PROS-04731,2024-01-22,Organic Search,Germany,45-54,Mobile,Current Account,1,0,0,0,0,0,4.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,44.87,0,0.0,0,0
PROS-04732,2024-09-28,Direct,Netherlands,18-24,Desktop,Investment Account,1,1,0,0,0,0,18.8,1.6,0.0,0.0,0.0,0,Step 2: Account Type Selection,Form too long,21.36,0,0.0,0,0
PROS-04733,2024-09-01,Organic Search,France,18-24,Desktop,Current Account,1,1,1,1,1,1,5.4,4.6,14.1,17.5,1.8,1,Step 6: First Transaction,Completed,50.34,9,384.49,0,10
PROS-04734,2024-08-18,Referral Program,Germany,25-34,Desktop,Savings Account,1,1,1,1,1,1,0.9,2.9,9.1,25.0,5.5,1,Step 6: First Transaction,Completed,27.44,11,1495.78,0,5
PROS-04735,2024-10-17,Direct,Netherlands,18-24,Desktop,Current Account,1,1,0,0,0,0,1.7,7.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,18.54,0,0.0,0,0
PROS-04736,2024-06-03,Paid Social,Netherlands,45-54,Desktop,Current Account,1,1,1,1,1,1,8.4,4.1,8.9,19.5,2.4,1,Step 6: First Transaction,Completed,77.77,11,1839.46,0,5
PROS-04737,2024-10-02,Referral Program,Germany,35-44,Desktop,Savings Account,1,1,1,1,1,1,4.4,5.3,2.1,12.3,2.5,1,Step 6: First Transaction,Completed,25.49,21,613.09,0,9
PROS-04738,2024-12-05,Organic Search,Spain,25-34,Mobile,Current Account,1,1,1,1,0,0,6.4,3.2,3.6,4.7,0.0,0,Step 4: KYC Document Upload,Technical error,39.68,0,0.0,0,0
PROS-04739,2024-04-17,Direct,Netherlands,18-24,Desktop,Investment Account,1,0,0,0,0,0,7.5,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,KYC document rejected,19.47,0,0.0,0,0
PROS-04740,2024-04-25,Paid Social,Netherlands,45-54,Mobile,Business Account,1,0,0,0,0,0,5.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,84.37,0,0.0,0,0
PROS-04741,2024-06-23,Direct,France,18-24,Mobile,Current Account,1,1,1,1,1,0,9.4,1.1,2.8,26.5,5.6,0,Step 5: Identity Verification,Changed mind,21.65,0,0.0,0,0
PROS-04742,2024-06-29,Organic Search,Germany,55+,Desktop,Investment Account,1,1,1,0,0,0,9.0,2.1,3.0,0.0,0.0,0,Step 3: Personal Details Form,Missing document,44.67,0,0.0,0,0
PROS-04743,2024-07-13,Paid Social,France,35-44,Tablet,Current Account,1,1,1,1,1,1,6.0,2.9,2.8,19.5,2.8,1,Step 6: First Transaction,Completed,89.19,13,1213.92,0,9
PROS-04744,2024-03-02,Direct,France,35-44,Mobile,Current Account,1,1,1,0,0,0,11.0,1.5,5.9,0.0,0.0,0,Step 3: Personal Details Form,Missing document,18.3,0,0.0,0,0
PROS-04745,2024-06-25,Affiliate,Germany,35-44,Mobile,Current Account,1,1,1,0,0,0,30.0,1.9,6.3,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,65.3,0,0.0,0,0
PROS-04746,2024-04-10,Direct,Belgium,25-34,Mobile,Current Account,1,1,1,1,1,0,7.8,3.8,7.9,1.7,3.5,0,Step 5: Identity Verification,Competitor offer,27.62,0,0.0,0,0
PROS-04747,2024-11-13,Organic Search,Spain,45-54,Mobile,Savings Account,1,1,1,0,0,0,0.9,2.8,6.7,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,45.4,0,0.0,0,0
PROS-04748,2024-08-03,Affiliate,Netherlands,25-34,Desktop,Current Account,1,1,1,1,0,0,3.3,3.5,11.0,8.2,0.0,0,Step 4: KYC Document Upload,Competitor offer,73.74,0,0.0,0,0
PROS-04749,2024-01-21,Organic Search,France,25-34,Mobile,Business Account,1,1,1,1,1,1,1.4,8.2,4.4,7.6,5.9,1,Step 6: First Transaction,Completed,25.82,15,2207.91,0,5
PROS-04750,2024-10-27,Organic Search,Germany,18-24,Mobile,Current Account,1,1,1,1,1,1,9.8,1.9,4.5,9.5,4.1,1,Step 6: First Transaction,Completed,51.06,15,374.46,0,0
PROS-04751,2024-09-26,Organic Search,Spain,25-34,Mobile,Current Account,1,1,1,0,0,0,7.9,3.6,11.4,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,40.82,0,0.0,0,0
PROS-04752,2024-09-17,Organic Search,Germany,18-24,Mobile,Current Account,1,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,45.45,0,0.0,0,0
PROS-04753,2024-02-20,Direct,Belgium,55+,Mobile,Savings Account,1,1,1,0,0,0,2.6,7.8,3.5,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,18.0,0,0.0,0,0
PROS-04754,2024-06-06,Organic Search,Netherlands,45-54,Mobile,Current Account,1,1,0,0,0,0,4.9,9.9,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,42.5,0,0.0,0,0
PROS-04755,2024-08-06,Referral Program,Spain,25-34,Mobile,Current Account,1,1,0,0,0,0,9.5,7.1,0.0,0.0,0.0,0,Step 2: Account Type Selection,Changed mind,24.85,0,0.0,0,0
PROS-04756,2024-07-09,Paid Social,France,55+,Mobile,Investment Account,1,0,0,0,0,0,11.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,89.74,0,0.0,0,0
PROS-04757,2024-10-04,Direct,Spain,25-34,Mobile,Business Account,1,1,1,1,1,0,1.4,5.2,7.1,3.5,1.8,0,Step 5: Identity Verification,Changed mind,15.8,0,0.0,0,0
PROS-04758,2024-03-03,Organic Search,Germany,18-24,Mobile,Current Account,1,1,1,0,0,0,3.1,4.8,4.8,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,45.94,0,0.0,0,0
PROS-04759,2024-03-20,Direct,Netherlands,45-54,Mobile,Business Account,1,1,1,0,0,0,5.2,3.4,7.3,0.0,0.0,0,Step 3: Personal Details Form,Form too long,18.27,0,0.0,0,0
PROS-04760,2024-04-13,Paid Social,France,35-44,Mobile,Savings Account,1,1,1,1,1,1,2.0,3.8,10.2,2.5,3.4,1,Step 6: First Transaction,Completed,66.82,14,894.78,0,4
PROS-04761,2024-05-21,Organic Search,Netherlands,45-54,Mobile,Current Account,1,0,0,0,0,0,3.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Competitor offer,49.06,0,0.0,0,0
PROS-04762,2024-11-24,Paid Social,Germany,18-24,Mobile,Savings Account,1,1,1,1,0,0,3.6,6.9,3.7,3.4,0.0,0,Step 4: KYC Document Upload,Verification delay,89.74,0,0.0,0,0
PROS-04763,2024-04-09,Paid Social,Spain,35-44,Mobile,Current Account,1,0,0,0,0,0,9.6,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,89.42,0,0.0,0,0
PROS-04764,2024-06-14,Branch Walk-in,France,45-54,Mobile,Current Account,1,1,1,0,0,0,7.3,3.8,4.4,0.0,0.0,0,Step 3: Personal Details Form,Unknown,200.0,0,0.0,0,0
PROS-04765,2024-09-15,Direct,Netherlands,18-24,Mobile,Current Account,1,1,1,1,1,0,6.8,2.8,2.9,19.3,1.6,0,Step 5: Identity Verification,Verification delay,24.07,0,0.0,0,0
PROS-04766,2024-08-10,Organic Search,Germany,18-24,Mobile,Current Account,1,1,0,0,0,0,8.9,3.2,0.0,0.0,0.0,0,Step 2: Account Type Selection,Competitor offer,45.85,0,0.0,0,0
PROS-04767,2024-12-24,Direct,Germany,25-34,Mobile,Savings Account,1,1,1,1,0,0,3.5,4.5,3.3,5.0,0.0,0,Step 4: KYC Document Upload,KYC document rejected,17.02,0,0.0,0,0
PROS-04768,2024-06-01,Branch Walk-in,Germany,45-54,Mobile,Savings Account,1,1,1,1,1,1,6.3,3.5,2.3,22.2,3.9,1,Step 6: First Transaction,Completed,200.0,18,2274.77,0,8
PROS-04769,2024-12-15,Direct,Netherlands,55+,Desktop,Current Account,1,1,1,1,1,1,5.5,2.0,6.8,6.5,3.5,1,Step 6: First Transaction,Completed,20.13,17,6921.92,0,8
PROS-04770,2024-12-09,Paid Social,Spain,25-34,Mobile,Current Account,1,1,1,0,0,0,5.0,1.8,19.0,0.0,0.0,0,Step 3: Personal Details Form,Form too long,101.29,0,0.0,0,0
PROS-04771,2024-12-28,Paid Social,Netherlands,18-24,Mobile,Current Account,1,0,0,0,0,0,3.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,65.26,0,0.0,0,0
PROS-04772,2024-05-19,Direct,Germany,25-34,Tablet,Savings Account,1,1,1,0,0,0,2.0,1.1,8.8,0.0,0.0,0,Step 3: Personal Details Form,Competitor offer,16.66,0,0.0,0,0
PROS-04773,2024-11-24,Affiliate,Germany,18-24,Desktop,Current Account,1,1,1,0,0,0,6.3,3.7,6.4,0.0,0.0,0,Step 3: Personal Details Form,KYC document rejected,54.35,0,0.0,0,0
PROS-04774,2024-02-16,Referral Program,Germany,18-24,Mobile,Investment Account,1,1,1,0,0,0,5.7,4.4,8.3,0.0,0.0,0,Step 3: Personal Details Form,Technical error,26.44,0,0.0,0,0
PROS-04775,2024-03-08,Paid Social,Germany,55+,Mobile,Current Account,1,0,0,0,0,0,10.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,70.95,0,0.0,0,0
PROS-04776,2024-04-15,Direct,France,18-24,Mobile,Business Account,1,0,0,0,0,0,1.8,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,15.29,0,0.0,0,0
PROS-04777,2024-12-03,Direct,Germany,25-34,Mobile,Current Account,1,1,1,0,0,0,3.5,8.6,3.7,0.0,0.0,0,Step 3: Personal Details Form,Changed mind,21.84,0,0.0,0,0
PROS-04778,2024-03-20,Direct,Netherlands,25-34,Mobile,Savings Account,1,1,1,1,1,1,4.0,2.5,9.8,18.9,2.1,1,Step 6: First Transaction,Completed,15.06,16,1025.43,0,10
PROS-04779,2024-07-10,Branch Walk-in,Netherlands,18-24,Mobile,Current Account,1,1,1,1,1,1,5.6,3.8,10.3,15.8,2.8,1,Step 6: First Transaction,Completed,200.0,22,699.6,0,9
PROS-04780,2024-05-16,Paid Social,France,35-44,Mobile,Current Account,1,0,0,0,0,0,1.7,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Unknown,101.96,0,0.0,0,0
PROS-04781,2024-12-14,Organic Search,Germany,25-34,Mobile,Business Account,1,0,0,0,0,0,10.9,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Changed mind,43.01,0,0.0,0,0
PROS-04782,2024-04-27,Affiliate,Germany,18-24,Tablet,Investment Account,1,0,0,0,0,0,1.2,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Form too long,57.59,0,0.0,0,0
PROS-04783,2024-03-12,Direct,Spain,35-44,Desktop,Current Account,1,1,1,1,1,1,8.8,1.9,19.2,40.0,4.7,1,Step 6: First Transaction,Completed,19.5,11,757.38,0,7
PROS-04784,2024-06-07,Paid Social,France,45-54,Mobile,Current Account,1,1,1,1,1,1,7.8,3.7,6.0,34.3,2.4,1,Step 6: First Transaction,Completed,108.85,21,4183.22,1,8
PROS-04785,2024-06-09,Organic Search,Netherlands,55+,Mobile,Current Account,1,1,1,0,0,0,10.0,1.5,9.0,0.0,0.0,0,Step 3: Personal Details Form,Verification delay,54.1,0,0.0,0,0
PROS-04786,2024-06-30,Affiliate,Netherlands,25-34,Desktop,Business Account,1,1,1,0,0,0,14.7,5.6,10.4,0.0,0.0,0,Step 3: Personal Details Form,Missing document,60.04,0,0.0,0,0
PROS-04787,2024-02-13,Organic Search,Belgium,25-34,Mobile,Investment Account,1,1,1,1,0,0,2.5,5.2,5.2,20.6,0.0,0,Step 4: KYC Document Upload,Session timeout,52.02,0,0.0,0,0
PROS-04788,2024-01-20,Organic Search,France,55+,Mobile,Business Account,1,1,1,0,0,0,3.8,2.0,6.2,0.0,0.0,0,Step 3: Personal Details Form,Unknown,45.54,0,0.0,0,0
PROS-04789,2024-12-24,Direct,France,55+,Mobile,Investment Account,1,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0,Step 1: Landing Page Visit,Technical error,23.59,0,0.0,0,0
PROS-04790,2024-12-04,Paid Social,Spain,25-34,Mobile,Current Account,1,1,1,1,0,0,16.5,3.5,21.0,3.5,0.0,0,Step 4: KYC Document Upload,KYC document rejected,70.32,0,0.0,0,0
PROS-04791,2024-12-14,Affiliate,Germany,55+,Desktop,Current Account,1,1,0,0,0,0,1.9,1.5,0.0,0.0,0.0,0,Step 2: Account Type Selection,KYC document rejected,61.03,0,0.0,0,0
PROS-04792,2024-10-26,Organic Search,Germany,35-44,Mobile,Savings Account,1,1,1,0,0,0,6.3,2.0,9.9,0.0,0.0,0,Step 3: Personal Details Form,Technical error,32.75,0,0.0,0,0
